p_mc_pur_AG,p_mc_pir_CU,
5.34720405525,5.82430711917,
5.52401366734,5.658201882,
5.57585539808,6.48657973046,
6.22640691256,6.38505199153,
5.10965780041,5.98456942565,
5.4725074791,5.97679890083,
5.22147562277,6.21740269018,
5.20138136807,5.99860074022,
5.26015706759,5.99524085488,
4.86725179099,6.06073790214,
5.5022104545,6.00140586065,
5.16651391988,5.81188919008,
5.27388816505,6.41712614719,
5.85416109456,5.87362511981,
5.562250209,5.29307084208,
5.96995448154,6.81657901524,
4.1444398317,6.20367834003,
6.13397273116,6.30757423364,
5.10500264937,6.09285354594,
5.05957228412,5.41702964334,
5.08852424738,5.64725641215,
6.25222138603,5.86002901448,
5.34054207944,5.86128160667,
5.33372253442,6.30128744999,
5.31434854259,6.06806944587,
5.42320028598,6.25022312487,
5.34980104893,5.99305372067,
5.78158313715,6.37939747664,
5.2481685056,5.52243304715,
4.99885327868,5.45352192381,
6.12627853545,5.34920603514,
6.36311238541,6.19495197473,
5.6026716371,5.82048861117,
5.12503520496,6.33744486941,
5.56224299812,6.05653380934,
5.21767402026,5.82945310694,
4.97458067884,6.53329025245,
4.4776533762,5.89327142689,
6.26646975967,5.60347281962,
5.61002663789,5.41984044136,
5.53365703546,6.23353602188,
5.67812878871,5.51918352895,
5.33113753994,5.73202569287,
5.39914428024,7.52803376386,
4.9756070405,5.56200343144,
4.68903502086,7.03602715064,
5.70627912036,6.08725544717,
4.75086263675,6.70464023479,
5.065887873,6.16184317512,
5.50631521911,6.39217138787,
5.10029017593,6.15256229881,
5.00922692484,6.31261569763,
5.58297850106,6.46897522411,
4.61568753873,6.40581098824,
5.27115646358,6.48918800555,
5.60211264428,6.48880524475,
5.41489211519,6.48456510719,
4.61919203003,6.52173179936,
4.67271506016,6.26687504449,
4.82736360567,6.35711448232,
4.66624319419,6.1132108721,
6.60094161538,6.6014481901,
5.08034718906,5.92986531573,
6.56335449002,6.90486381058,
5.04866851542,6.86492648375,
4.60516107709,5.66305929668,
5.56287881615,4.76535876133,
4.61013784295,6.43369683352,
6.27773331289,6.25547548723,
5.48563898476,7.09840678156,
5.54246811173,7.63584857082,
5.32553769793,6.25838912193,
5.97573061621,7.09672875375,
5.03795308351,7.01988981268,
5.64569716625,5.55364163892,
5.43869880077,6.28977794743,
5.86261267603,5.97926302287,
5.44145453374,6.29066500964,
5.40908976639,6.65489512014,
5.53868343299,6.98944173542,
5.39263805715,6.39386322561,
5.42329483444,6.22358491115,
5.21563849944,6.04043348461,
6.01734931897,5.91644948473,
5.78571324807,5.94299965702,
6.47884603374,5.3864106045,
5.66969691471,5.24404139849,
6.42150156477,3.66806281497,
6.63324819679,7.38078923907,
5.49361629606,5.81394460105,
6.2700682022,6.57536683994,
5.01504317522,5.9618026911,
4.37714439515,6.49704532959,
6.19743704312,6.86557111987,
5.96459452805,7.09164103172,
5.91029704404,7.53811054996,
6.02780113801,4.70199659574,
6.22036439666,6.6044064843,
5.73629446364,7.44610374362,
6.14340934087,7.23050950576,
6.13219225762,7.45762126399,
4.7712980094,6.44883875973,
5.10201226397,6.35529960349,
5.77078497197,6.38378503793,
5.72368341401,5.96404068695,
5.50508158371,7.23445024207,
5.41421529254,5.90285704272,
5.49551118878,5.99727381813,
4.30060302644,5.38266618809,
5.17096457124,5.87158791692,
5.18519941099,5.91484452164,
5.52662878046,6.5554108901,
6.19202359535,6.36810144571,
5.41633576701,6.53665247595,
5.48158884629,6.31036503415,
5.35704142227,6.51301000382,
6.41566993944,6.05186643381,
6.33353312543,6.28351727571,
6.14695537714,6.44414995914,
6.08125032684,6.10343195958,
5.80015233034,6.24751141186,
5.2780938526,7.1040073591,
5.37927000714,6.81483854777,
5.4085537588,6.5741058093,
5.33527829224,5.7715037234,
5.39698643066,6.18998378073,
4.73565597021,6.03332843111,
6.08184975558,6.14670264942,
5.22958087178,6.42202564111,
5.42476491548,6.29976990741,
4.72462321451,5.74463147376,
5.08081014217,6.39057552878,
5.01628549765,6.14108623445,
5.21592318245,6.25981635267,
5.14724889071,6.3263995526,
5.84565728508,6.50659039082,
5.05441566334,6.47820274921,
5.35531686738,6.09724283778,
5.11190662898,6.14581591095,
6.15760092482,6.28864585636,
5.30414077518,5.97883890385,
5.53592732611,6.02642373013,
5.63406745183,5.98956779716,
5.81198399288,6.79173888732,
5.45347144502,6.4337951857,
5.99912227759,6.1921310695,
4.86841658853,5.99244993735,
5.07517075392,6.22552417603,
5.76525002462,6.49033939861,
5.07417203745,6.39405364659,
5.22946914585,6.39327075709,
4.96743368168,7.67363971545,
5.64090599375,6.82621793265,
6.13874300211,6.39047798409,
5.38660143709,6.54264111217,
5.17989830194,6.561849543,
5.23583219884,6.55458916488,
5.53164087102,6.47484466861,
5.31124374517,6.19878621239,
5.24833155495,6.58767338024,
5.09497175394,6.35838201476,
5.57213056801,6.28136714804,
5.17013405751,6.91192336448,
5.68692276031,6.75070829537,
5.01184066761,6.67208517962,
5.09073589767,7.04479581834,
5.26171276538,5.58581616389,
5.17978935185,6.4088732565,
5.2056725353,7.08616521137,
4.5114794072,6.07099090224,
5.38138588871,5.97161168831,
4.91084734872,5.960283347,
6.95916121449,6.42489547342,
5.19610871845,6.30916080772,
5.1503071548,6.4397568077,
5.18484711488,6.30316087993,
4.95907412565,6.55108943871,
5.25348715682,6.49226719536,
3.77470350291,6.57307908006,
5.25370377729,6.31357621264,
5.14758765526,6.14166710487,
6.09049990657,6.09022427066,
5.1312107538,5.3777181786,
5.14913670848,5.61724487091,
5.15854286083,6.34576076847,
5.2243727133,5.51593829485,
5.78630929162,6.56487207198,
5.83424179865,6.33022923671,
5.78171208688,6.34145800718,
5.97338342082,6.70910660081,
5.94805860561,6.11291269833,
5.46903083446,5.9667710198,
5.4914511353,5.88067029372,
4.7417238436,5.73670301553,
5.66251644895,6.15851147593,
6.15957836222,5.06939833725,
5.55031536335,6.11003402223,
5.60994917251,5.73442744247,
5.68888742933,6.2590022228,
5.69311795479,6.06535608014,
6.11237096334,5.86287221829,
6.04723582857,5.19336972322,
5.80647636647,5.92889174528,
5.74726399552,6.49471837188,
6.3309949422,5.74648176228,
6.31171086588,6.18618839928,
5.56215387975,5.15225653423,
5.63521612414,6.36181001846,
6.43442215706,5.32229151421,
5.84083328451,6.03854001484,
5.73060028675,5.43740097335,
5.20313638417,7.51534842635,
5.46400354426,6.22462096493,
5.21702612219,6.36187341761,
6.25892158244,6.44870186155,
6.10987535448,5.69798768755,
5.53129819634,6.1268588194,
6.26016226292,6.10499896292,
5.34178265696,5.84436620128,
5.65195677304,5.53384027015,
5.11924513648,6.95217524428,
4.95723047985,6.23469151477,
5.3029680126,6.25806639171,
5.38131852651,6.08501926851,
5.06179376644,6.34856318511,
5.05125948297,5.96198770955,
5.23924265453,6.15417817004,
5.05735076119,6.07646142253,
4.80236757966,6.11121670399,
4.63217973012,5.81596149831,
5.0339362948,6.16643475664,
4.97807184148,6.03710623348,
5.28281166095,6.16406968703,
4.73694559095,6.45351412745,
5.22276351886,5.89229318084,
4.80506817687,6.02438315829,
4.99871101891,6.83069735756,
5.07389526196,6.40890588302,
6.27165376507,5.71198768946,
5.13414674332,5.93889069189,
5.24448358183,5.41699799933,
5.23420034553,5.71800516565,
5.27186421501,6.12354111363,
5.25708338722,6.4519117458,
5.87056510685,6.11878048001,
5.32052740403,7.68301364123,
5.02710412296,5.81955207721,
5.92235494821,5.46817304174,
6.19732159459,5.75990237982,
4.75490923179,6.43720593523,
6.26496273242,6.16000840084,
5.13701602315,6.26279627285,
5.19998507835,5.83577812769,
5.1558887659,6.38555511396,
5.33587612681,5.64329148824,
5.56785618622,5.62578474407,
4.99483055726,5.82712979156,
6.00852410158,6.06336581146,
5.69473732194,6.46771612862,
5.58022719182,5.64861967889,
5.0675644424,5.59432027815,
4.68445751533,5.95966152228,
6.23816037622,6.2172093093,
5.52536108977,5.81926923095,
5.01530084751,7.02231103037,
5.42954793609,5.78621216257,
5.22074945827,5.86181931297,
5.01527955349,5.88915222042,
4.33913700505,6.15559539895,
6.57784297235,6.1094528773,
5.56393864991,5.81164869835,
5.76255066204,6.20020268114,
5.64228285115,6.30171873211,
5.33350949651,7.30729835629,
5.23372112962,4.233600958,
5.16186388359,6.01690160999,
5.60142816736,6.64614059341,
5.97571021545,6.00869113337,
5.34246167703,6.72574144376,
5.34989149568,6.21783488881,
5.60691665377,6.15563644643,
6.25075541464,6.05410507623,
5.11830041561,6.08570171338,
5.48921957911,5.76677922843,
5.28039501155,5.54558375429,
5.19053345845,5.48347996529,
5.78042476094,5.93877674844,
5.19424281222,6.04000845724,
5.26191869314,5.29790032175,
5.19376859262,6.73627288458,
5.23802900553,5.79141763943,
5.73482398854,6.10455892686,
5.12069297655,5.63090133403,
5.22993166837,5.48682386484,
5.27193782961,7.30816530856,
5.50933172729,6.30552764302,
5.90268779493,5.93123114108,
6.05135456725,5.95165777887,
5.66730954317,5.08494835355,
5.56255930736,7.36080147619,
5.12235413029,6.85749539298,
5.20155471648,6.26786069873,
5.26358170675,6.29230025567,
5.13638107291,6.49141189386,
5.19166911323,5.41980485033,
5.12142712536,7.61923480535,
5.94061199939,4.75417547039,
5.25759147334,6.18850299806,
5.31338311653,5.99943324489,
5.38173702592,5.76279911573,
5.78514419054,6.06452360035,
5.22468839041,5.95050654724,
5.20436726743,5.92434772709,
5.12860752643,6.76387096334,
5.21051040522,5.77427454008,
5.33198432255,5.97704749342,
5.18968177629,6.0840349437,
5.04048134816,6.35428734157,
5.20414876283,6.53394407074,
5.16680426991,6.00517445611,
4.52285114651,6.03751593532,
5.48070145141,6.06757091059,
5.37017263197,6.19285524936,
5.25986698942,6.31964134948,
5.69100807082,6.49972191664,
5.01363113378,6.39878083605,
6.14588714799,6.32705273083,
4.20886143144,7.01606356223,
5.61699862213,5.69313210299,
5.37563378902,7.22096476912,
4.83403487019,6.05724450317,
5.07063613296,5.7538179918,
4.67649965767,6.41086527753,
4.37824255561,6.46243829318,
5.66661795053,7.44267136326,
5.83666880699,6.3176167809,
5.63322075957,6.1998746178,
7.09490704799,5.64877874775,
5.26210579462,5.96146791073,
5.78319605026,5.71032982027,
4.72928116058,5.64120793795,
6.50261683403,6.72482049433,
3.64742120678,5.46840934737,
5.98830259436,5.75087844422,
5.38128250576,5.50070439976,
5.01139788978,5.76053354133,
5.59178992777,5.5340045942,
5.56767812171,5.51158181104,
5.52080529104,5.97238321679,
5.07937643146,6.23649130793,
4.72505091994,6.10338915288,
5.7009320088,5.60551834177,
5.09703822477,6.3752595232,
5.54116548931,6.18830777841,
5.14900684456,5.71904423826,
4.54988784009,5.81901723823,
4.20326260578,6.00287784892,
5.05294268627,6.07348755063,
5.56388287931,5.87731890446,
5.18673648964,5.69538707014,
5.00600322967,6.45777490438,
5.22843996924,6.09029335897,
4.98862509072,5.56244452336,
4.95266164004,6.64948051659,
5.82000652292,6.38934080501,
5.04089346589,6.09871063653,
4.99086507489,4.81456705595,
5.16930366772,4.72024473992,
5.34160914073,5.54871839609,
5.29218181046,5.61234468946,
5.04983589513,5.53673029178,
5.34429424976,6.10138378427,
5.41620690403,6.00830775556,
4.99235899797,5.96002126615,
5.27252776224,5.61468164129,
5.45906325924,8.13097218749,
5.42496682984,6.67378393054,
5.24843870443,5.42646124843,
5.13919180507,5.96690893462,
4.98094129258,5.56355875628,
4.93188380733,6.51728231737,
5.46845297838,6.04631245478,
5.56929872078,5.23123546209,
5.75915154018,6.15753210679,
5.67181023577,5.95023484116,
5.87552310885,6.35676557596,
5.09554608034,4.96699863074,
4.55860310971,5.37554539052,
4.72175144028,4.57489100698,
5.0321879056,5.89183506623,
5.07680642511,5.94473899523,
5.08587292703,5.35203314451,
5.50635562383,5.19880539024,
5.55340734883,5.69123262731,
5.28181286888,6.24594188994,
5.3821674108,6.74490897179,
6.32267491477,6.50443714876,
4.91600463808,4.75891198593,
5.29316740272,5.42951767665,
4.766053841,6.85747817796,
4.60180312173,6.32277343269,
5.03289046304,5.83806250514,
4.69225703232,6.20594671143,
5.77656391971,5.80429212274,
4.93900042837,6.49811956522,
4.58752844918,7.71603967751,
5.22832988241,6.27164896767,
4.84316625577,5.86346029331,
5.49205227558,6.49297549878,
5.29452757748,5.85231412114,
4.81189900097,6.31398472803,
5.19822951692,6.09516930997,
6.3420950838,7.02092293511,
5.32210606901,5.86565614115,
4.62603405441,6.29001338724,
6.89075138025,7.10308058997,
4.93127717039,5.9853445971,
5.33638228047,6.49897835635,
5.05030069671,6.26798470644,
5.36902190817,6.42927146777,
4.93167572283,7.25450478138,
4.58048995915,5.53526099115,
5.95243618581,7.28993432223,
5.62603033129,6.22259769664,
5.36360722795,6.51885902646,
5.55808098573,5.71833635608,
5.2299599127,6.24517092386,
6.56901949804,5.3974436661,
5.93741041306,7.17815584432,
6.02178994393,7.60465120496,
5.70233032061,5.61630128345,
5.00520558696,5.84885795608,
5.16711129547,6.58756323546,
5.38885138452,6.22336016611,
5.20240482563,4.9028062118,
5.71915622178,6.84556680969,
5.29110269595,5.91668005591,
5.42635962746,6.47971058436,
4.55631199577,6.08413654474,
5.80091124265,6.07578137815,
5.436528974,5.79309406604,
4.95918621245,6.30684748757,
5.69947650763,6.84724634887,
5.40790942963,7.15190254197,
4.62602519859,5.75871270558,
5.70904036304,5.60007773052,
5.70047684242,6.41027168712,
4.97295278774,5.84606119094,
5.06453838224,5.23835984543,
5.34019509258,7.40892304054,
5.29281328041,6.25446929892,
6.06052561907,5.82764764548,
5.40346128955,5.99150347295,
5.21808653547,6.20006076547,
4.91829382102,5.8222875261,
5.73361074048,6.30941821178,
5.55064423845,6.46021377081,
4.90021115864,5.70168170164,
5.25034755209,6.00177535104,
5.18888785885,5.81349651786,
5.47162853721,5.98296915389,
5.05183406972,5.92618694142,
5.41079634352,6.09528863104,
5.38125310869,6.10139187451,
4.47491734601,6.08629977791,
5.67642448999,5.70579913065,
5.77211733396,5.33408659963,
5.48615502498,6.69295168665,
5.3116867658,6.53477682527,
5.04883616642,5.91007952634,
4.96683734206,5.93795710723,
5.73176426587,5.78547137714,
5.17512985635,6.20386823214,
5.19548750984,6.45985427486,
5.45140191931,6.58993020862,
5.28385685167,6.57643678909,
4.53160273129,6.38851856484,
5.32278880101,6.5134638337,
5.48872016228,6.40317685068,
5.55327732644,6.51739440935,
5.43187233659,6.46594846152,
5.49097523752,6.58591306199,
5.07630315578,6.52312257815,
4.69083090248,6.46172212447,
4.93455360234,6.33701914238,
6.19243307222,6.45472597053,
4.72267771718,6.44165407376,
5.00333306058,6.38344950793,
5.1802290057,6.35594083372,
5.12681616898,6.37403813427,
4.84169501354,6.34117976552,
4.99106031606,6.52078735479,
5.06706231103,6.01755791423,
6.52373866963,6.04769827957,
5.45378736359,6.08975749617,
5.55715667968,6.00551688891,
5.50930998906,5.58434794275,
5.46932229005,5.31040913288,
5.40609659479,6.02682340679,
5.4511493843,5.98308684125,
4.84627941604,6.04673380321,
5.2684485472,6.10657071236,
5.57646276208,6.33038559526,
5.40428440652,5.83794915232,
5.4079967651,5.96221775551,
5.46614725389,5.90965466467,
5.46275156765,5.88957055685,
5.52002778049,5.82423286901,
5.47669447697,6.01699852067,
5.54327021078,5.76902579914,
5.4597787345,5.11053071617,
5.41575967663,5.93409953272,
6.10990243771,5.77552696656,
5.42538555691,5.75254697428,
5.31882804782,6.00340362811,
5.44148212989,5.83868014371,
5.37517394918,6.98994999986,
5.36717168692,5.51948788819,
5.32801575259,5.61840044454,
5.11287978184,6.00989426832,
5.48000010136,5.6562868547,
4.22601620492,5.83402154282,
4.58569875422,6.54620458095,
4.19029374617,5.56582126335,
4.9067875607,5.55309477147,
5.28008802229,5.85203827567,
5.47160413757,5.85719436886,
5.34839854693,6.34506884257,
5.88774950946,6.32621730751,
4.9316820686,6.69411541765,
4.58251729577,5.88270959649,
5.04768094102,5.9483010923,
5.35801636492,5.87863516014,
5.26887627398,5.99635869964,
4.97646902471,6.50362105559,
5.38731463519,5.62116221908,
5.50491295918,5.91308252316,
5.37963570039,6.11211541891,
5.45905053804,6.340621534,
5.33772287222,6.07004874098,
5.50698544866,6.03090819026,
5.15507886742,6.05559768846,
4.74770563643,6.08570924097,
5.41726083587,6.12763258974,
4.6455149311,6.73370680102,
4.84275756984,6.21594900268,
5.32933802866,7.88655502815,
4.63488956007,7.40694143376,
5.04834144421,6.36639623469,
5.00733016517,6.22461138197,
5.28186119228,6.0892058912,
4.85024563465,7.14326708421,
5.39324817236,6.8409360776,
5.34591806994,5.74301735919,
5.38334963887,5.18441127692,
5.23663170496,5.77110592045,
4.58677869522,5.9443228177,
5.11153091226,6.25555325314,
5.12611278516,5.58784623377,
5.06020036128,5.53318913459,
6.34978079966,5.7453401688,
6.41232246235,5.83852996987,
5.30704879106,6.24126214772,
5.65111832768,5.25765094723,
4.97919216931,6.01394857265,
6.15166385304,5.88191320137,
5.37792700849,5.97868857572,
4.63087255164,6.39719543792,
6.32977032261,6.34608859464,
6.22523871484,6.1220945229,
5.04054547963,6.70406094272,
5.30535625352,6.42493720561,
6.7175756489,6.25827810604,
5.38219839364,6.35117517888,
5.34065414473,5.80420849962,
5.52196260861,6.36260295871,
6.79639495013,6.55902899951,
5.3232239322,5.67405102819,
5.36779539764,5.83717934657,
5.943824479,5.88041499367,
5.75550197592,6.91258857804,
5.38507903429,6.71688583332,
5.39237865956,6.49790370854,
5.16324729675,5.95334837134,
6.32487590079,6.19196270659,
6.72851603561,6.68778633263,
5.3393869907,6.12496064338,
5.37237974375,6.19452605522,
5.43227015198,6.31919083242,
5.31790979515,6.23771955564,
5.34398531417,5.46307069378,
5.23288647123,6.11722062992,
4.57055913601,6.1566095448,
5.1372966211,6.29794512962,
4.92146509309,5.80573624682,
5.16604193061,6.05870408834,
5.30483391925,5.76351636811,
5.26135480175,5.42806656403,
5.01294965034,7.72547313091,
5.17714242837,6.80040600182,
5.4442093127,6.73662533195,
5.41380159754,6.32905575254,
6.1086108334,6.73432567585,
5.268866578,7.6651116502,
5.21279642165,7.90218397784,
5.84849628548,5.19048879928,
5.41726905802,4.01829614944,
4.46135117661,6.27350360786,
6.87608764395,6.85975302489,
5.18667267207,6.39232759889,
5.56614329493,6.51742484437,
5.4427319212,6.06001442614,
5.65734860796,7.61171124692,
6.25553394434,6.06483758867,
6.33500564281,5.86708285781,
5.45094719551,7.03450648382,
6.31855910888,5.6864443883,
6.35676279164,6.43882151276,
4.79562289832,6.4580551409,
5.69849924071,6.4904174902,
5.77494036073,6.6473885093,
5.47184161594,7.41960545667,
5.6026249063,6.52014521249,
6.27543412738,6.37694745155,
5.13384830659,6.34725847123,
5.22873899194,6.39156662882,
5.22230708658,6.68003330357,
5.29154750644,5.85166232448,
5.80271594972,6.10451643512,
5.27026449967,6.29550043753,
5.43529183753,6.35474804282,
5.7254696414,6.79311755299,
5.93419653853,6.66355862773,
6.18384310579,6.39646755138,
5.31298212169,5.84973258844,
5.60299523239,7.25922942563,
5.72142895284,6.86423712163,
5.17230408617,6.53531779771,
5.3148924626,7.64346590859,
6.17643296362,6.40432667224,
6.42701813239,6.92361794484,
6.47240279706,6.62557064156,
4.85598311369,5.67489565844,
4.80294451225,5.83101999891,
5.77755938139,6.93967314847,
5.10739734634,6.60866600312,
5.8133259912,6.56224257818,
4.57991599211,6.58613726755,
5.36966212018,7.41995705624,
4.7645916409,6.73893320787,
5.92131332196,7.22006353168,
6.53842200836,7.2418876857,
6.12486230573,5.95120863147,
5.42622311751,8.17148518615,
5.40443174638,6.75202630552,
5.42673563041,6.54510056074,
5.24185012354,5.90587024472,
5.69506115195,6.01673707263,
4.57409386592,5.83094072631,
5.57287019345,5.6426333928,
6.28844162164,5.98021857869,
5.66182910458,6.16755687459,
5.89812106178,5.95116835989,
6.1303783527,5.67752587411,
5.44354124705,6.21667604691,
5.50985212694,6.17013595582,
5.64386580327,5.87686640777,
5.47277498399,5.95443795358,
5.4396027857,6.11361777515,
5.95763996006,5.90397297477,
5.82739884731,6.03806904425,
4.88096503113,6.196109575,
4.6258058054,6.73758327609,
5.61022782562,6.52354154338,
5.30734499807,5.91695303265,
4.23279748994,6.22804427203,
5.5140626311,6.12004860075,
4.73902068401,5.69214099225,
5.12643335676,5.89480366717,
5.42783015611,6.00677349398,
5.68912543569,6.67580270783,
4.94724689456,6.07396408886,
5.59164345293,5.94144255838,
6.61695527228,6.01948547439,
5.47534254239,6.32971302579,
5.46003521791,5.83540246009,
5.61053459088,5.3090263135,
5.73560543109,6.39915706366,
5.26445016984,5.502440133,
5.67112630245,4.6848449875,
5.32881582362,5.97909244797,
6.4190309235,5.20027805747,
5.82537741626,6.3422903969,
5.70439299046,5.34811319685,
4.90773012649,7.93777206045,
5.67389792998,5.86379959572,
5.74157211615,6.27462407485,
5.56289216228,5.56773661309,
6.73730509004,5.71749018033,
6.27980634231,5.86800308763,
6.35606872552,5.96116572588,
5.3987563889,5.89241506792,
5.31278616815,6.09614850431,
5.42998982031,7.45701302556,
5.83425485477,5.80035002057,
5.19428701856,6.21773890595,
6.29039086694,4.06822847379,
5.64386829257,6.08756027459,
5.32349872011,5.7571867416,
5.2031093621,6.01135623167,
5.21472055782,5.80757434397,
5.7833607681,6.09584392353,
5.97308547419,6.23240233526,
5.39864638872,6.30016945084,
5.94167848246,6.13379545952,
5.28847563746,5.97124800583,
6.25214521741,5.68281835756,
5.96987571322,8.23151890516,
5.4111000279,6.95287013624,
5.16209943463,5.59158555822,
5.40957942473,6.01511468645,
5.24809459496,5.79980456341,
5.13524223569,6.28833923616,
5.38428338143,6.35792930816,
5.39993361958,6.34313447897,
5.4996370078,6.49788061804,
4.67146617577,7.12342044538,
5.1638897956,5.97920460079,
5.10984401702,4.92527895963,
5.43453806938,5.13789524325,
6.05687121702,5.16169559641,
5.41451841414,5.99727470659,
5.83229088848,6.80734749849,
6.17707460343,6.50648629318,
6.7972032866,5.68903904439,
5.47190473407,6.30286350197,
6.08338206432,5.848675584,
5.00591491385,5.67699692598,
4.73668753604,7.0269942485,
5.06464620697,6.26386326057,
4.99966371068,6.46232760869,
6.04222672171,4.95452240102,
5.49016224,6.16573660966,
5.72936531124,7.05616021763,
5.66281520366,6.54082973336,
4.80301218316,6.25447005129,
5.1781924226,5.7287559978,
6.38579717562,6.18023633372,
5.97302822859,6.22302061367,
6.2583519418,6.2453270659,
5.57687439159,6.3500393715,
5.27025822276,6.43922869256,
4.98679994456,6.40293808972,
5.02063942374,6.32947337966,
5.44781672539,8.04145887696,
6.03175018221,6.04338671727,
4.6992414958,6.25092850447,
5.0593458144,7.09947210587,
4.85541546855,6.57230256103,
5.23200110462,6.59197376169,
4.76259388724,5.98471807623,
5.34164302304,6.14128074176,
6.36072398558,6.06313057688,
5.05084873942,5.34335445175,
5.41419826905,6.19143484693,
6.97886815478,5.50456531151,
4.5592749383,6.67455162136,
4.88105385046,6.42212956273,
4.9887971968,6.42963031754,
5.64315804894,6.21934246352,
5.99012581967,6.149675466,
5.38342028122,6.25791185441,
5.49090800767,6.10978978939,
5.11041118182,5.32798947793,
4.7371292338,6.69375040164,
5.05742134361,6.16811367017,
4.9511584193,6.79415629701,
5.74081926584,6.32863429011,
5.89530643592,5.99838820969,
5.26676091658,5.57082016279,
6.22838829119,6.36739692656,
5.91495693934,5.96652376566,
5.4647938366,6.33780467055,
5.69085647373,6.57524875557,
6.34328022726,6.30944369956,
5.79288118376,5.82560258759,
5.42798935744,6.01855481324,
5.42900806636,6.00374679317,
5.45728953324,6.08354099262,
5.54453093236,5.23347293712,
4.9618968207,5.9461493664,
5.49020032266,5.7746987821,
5.18538490514,6.35347019319,
5.30867308191,6.06320332102,
5.47994862783,5.93034733015,
4.15857767605,6.05232041532,
4.98348561327,6.09974414668,
5.5449950113,7.35234506492,
5.04148964851,6.09130218194,
6.02819082483,5.54569396797,
5.71061427495,5.35132882166,
5.71853685139,6.044407211,
5.08870493247,6.08428026505,
5.74415352493,6.07391788167,
5.25619907834,6.26929636312,
4.52023045714,6.0020061721,
5.90980809013,5.87807261141,
5.72686509478,7.33501040877,
5.73130056538,5.17830126119,
6.63260757935,7.79979834376,
